zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url
400070,Basic Materials,2883,"Nuvoco Vistas Corporation Limited manufactures and sells building materials to developers, contractors, builders, architects, government agencies, and individuals in India. The company offers ordinary Portland, Portland Pozzolona, and Portland slag cement products under the Concreto, Duraguard, PSC, Nirmax, and Infracem brands; ready-mix concrete under the Agile, Artiste, Xlite, InstaMix, Robuste, Fluide, Steelibre, Polibre, Lente, Regletherme, Instante, and Easy Fille names; and aggregates. It also provides construction chemicals, such as water-proofing compounds, as well as multipurpose agents, wall putty, tile adhesives, plastic cover blocks, and dry pre-mix products under the Zero M and InstaMix brands. The company was formerly known as Lafarge India Limited and changed its name to Nuvoco Vistas Corporation Limited in April 2017. The company was founded in 1999 and is headquartered in Mumbai, India. Nuvoco Vistas Corporation Limited is a subsidiary of Niyogi Enterprise Private Limited.",Mumbai,91 22 6769 2500,India,[],https://www.nuvoco.com,1,"Equinox Business Park, Twr 3, E. Wing",Building Materials,"4th Floor Bandra - Kurla Complex LBS Marg, Kurla (West)",0.17686,0.00449,0.63462,,-0.029,0.07774,15951575040,,none,48421700000,,,375.6,,,,,,77.659,,,10349500416,68957003776,90194599936,29.038,INR,261.148,,,NSI,Nuvoco Vistas Corp Ltd,Nuvoco Vistas Corporation Limited,Asia/Kolkata,IST,False,19800000,EQUITY,NUVOCO.NS,finmb_13718060,in_market,,2.14,,12.099,-0.29085952,,,,357156000,,,,258.423,,,,1617148800,0.20743999,404700000,1.168,,0.05508423,1.453431,0.72938,1680220800,,1640908800,,,100341984,,192994410496,2,,,,,,,,1.4879065,,,,,,,,0,,,377.7,381,480.98483,0,0,,381.0,,191091,377.7,383.448,0,381,,191091,,,,,,,375.5,INR,321.57535,61022,,,,134201122816,,,480502,375.5,0.0,,61022,577.9,,,295.0,0,False,,,381.0,375.6,,https://logo.clearbit.com/nuvoco.com
400093,Communication Services,1121,"Nxtdigital Limited, through its subsidiaries, engages in the media and communications business in India. The company operates through Media and Communication, and Real Estate segments. It operates and distributes television (TV) channels; licenses dark fiber; and distributes cable TV programs through cable and the Headend-in-the-Sky platforms under the INDigital and NXTDIGITAL brand names. The company also leases optic fiber cable and internet connectivity services under the ONE Broadband brand name; and sells set-top boxes. It also acquires land for future development. The company was formerly known as Hinduja Ventures Limited and changed its name to Nxtdigital Limited in October 2019. Nxtdigital Limited was incorporated in 1985 and is based in Mumbai, India.",Mumbai,91 22 2820 8585,India,[],https://www.nxtdigital.co.in,1,In Centre,Entertainment,"49/50, MIDC 12th Road Andheri (East)",0.12591,-0.07851,0.94302005,,-0.007,-0.02769,1301046272,,none,9204945000,,,407,,,,,,848.222,,,1635480960,13969925120,10332676096,63.978,INR,424.547,,,NSI,NXTDIGITAL LIMITED,Nxtdigital Limited,Asia/Kolkata,IST,False,19800000,EQUITY,NXTDIGITAL.NS,finmb_8751822,in_market,,2.349,,18.654,-0.12441367,,,,33671600,,,,8.838,,,,1617148800,1.0000001e-05,-811563008,-33.333,3.540396,0.05508423,46.05114,0.8846,1680220800,,1640908800,,,4258081,0.651575,24269166592,2,,,,,1631836800,,,1.326311,,,,,,,,0,,,413.1,410.15,420.4235,0,,,418.15,,9113,413.1,408.381,0,410.15,,9113,,,3.54,1631836800,,,401.5,INR,,9299,,,,13704341504,,,30651,401.5,0.0,,9299,619.8,,,333.3,0,False,0.0086,,418.15,407,,https://logo.clearbit.com/nxtdigital.co.in
400001,Basic Materials,683,"Oriental Aromatics Limited manufactures and sells terpene chemicals, camphor, and other specialty aroma chemicals in India. It offers sandalwood derivates, including mysornol, durganol, shivanol, and shaktinol; and pinene derivatives, which include alpha pinene epoxide, alpha campholenic aldehyde, camphor GF, isobornyl acetate, isoborneol powder, terpineol, and terpinyl acetate. The company also provides specialty aroma chemicals comprising astromeran, amberone, astrone, capinone, ketone 101, safranal, and sealone; and musk polycyclic and macrocyclic that include astromusk concentrate and cambrettolide, as well as synthetic camphor, pine oils, and perfumery chemicals. In addition, it offers fragrances for soaps, shampoos, hair oils, detergents, cosmetics and toiletries, household cleaners, air fresheners, etc.; and flavors for food, beverages, dairy, confectionaries, meat, snacks, bakery, and healthcare industries. The company's products are used in various applications in industries, such as flavors and fragrances, pharmaceuticals, soaps and cosmetics, rubber and tire, paints and varnishes, and others. It also exports its products to Mexico, the United States, Argentina, Brazil, Colombia, Egypt, Nigeria, France, Geneva, Germany, the Netherlands, Portugal, Spain, Switzerland, Turkey, the United Kingdom, Ukraine, Bangladesh, China, Hongkong, Indonesia, Japan, South Korea, Malaysia, Myanmar, Oman, Pakistan, Singapore, Sri Lanka, Thailand, the United Arab Emirates, Vietnam, and Yemen. The company was formerly known as Camphor & Allied Products Limited and changed its name to Oriental Aromatics Limited in February 2018. Oriental Aromatics Limited was founded in 1955 and is headquartered in Mumbai, India.",Mumbai,91 22 4321 4000,India,[],https://www.orientalaromatics.com,1,133 Jehangir Building,Specialty Chemicals,2nd Floor Mahatma Gandhi Road Fort,0.11727,0.07354,0.22756,,0.079,0.100109994,1040217728,,none,2350580000,,,695.95,-0.781,,,,,11.831,,,108123000,700448000,8869886976,3.218,INR,263.525,,,NSI,Oriental Aromatics Limite,Oriental Aromatics Limited,Asia/Kolkata,IST,False,19800000,EQUITY,OAL.NS,finmb_881134,in_market,,2.685,,22.898,-0.046679974,,,,33653600,,,,175.831,,,,1617148800,0.00065,652268992,19.379,1.5,0.05508423,3.9580622,0.76017,1680220800,,1640908800,,,8060907,1.061251,23818838016,2,,,,,1639008000,,-0.781,2.6405323,,,,,,,,0,,,696.75,698.5,796.1145,0.0021528525,0.0774,,706.75,,12168,696.75,667.144,1.5,698.5,,12168,,,1.5,1639008000,,,685.8,INR,35.912586,6052,,,,23421222912,,,27787,685.8,0.0,,6052,1100.0,,,564.6,0,False,0.0022,,706.75,695.95,,https://logo.clearbit.com/orientalaromatics.com
400063,Real Estate,629,"Oberoi Realty Limited, together with its subsidiaries, engages in real estate development and hospitality businesses in India. The company develops residential, commercial, retail and social infrastructure projects. It also leases office and retail spaces. In addition, the company engages in the hotel operations comprising sale of rooms, food and beverages, and allied services; and provision of property management services. Oberoi Realty Limited was incorporated in 1998 and is headquartered in Mumbai, India.",Mumbai,91 22 6677 3333,India,[],https://www.oberoirealty.com,1,Commerz,Real Estate—Development,"3rd Floor Intl. Business Park, Oberoi Gdn City Off Western Express Hwy, Goregaon (E.)",0.45137,0.41404,0.50866,,0.004,0.43717998,12009024512,480,buy,11617555000,,694,994,0.632,,,28,693.46,21.548,,914,4823399936,20936499200,26605895680,13.267,INR,73.194,,2,NSI,OBEROI REALTY LTD,Oberoi Realty Limited,Asia/Kolkata,IST,False,19800000,EQUITY,OBEROIRLTY.NS,finmb_40128492,in_market,,14.236,,31.539,0.8527118,,33.46,,363601984,,,,267.147,,,,1617148800,0.22676,11015917568,30.303,2,0.05508423,3.7207978,0.67705,1680220800,,1640908800,,,117362391,0.666666,378757873664,2,,,,,1565740800,,0.631,13.592403,,0.61,,29.707113,,,,0,,,996.5,999,859.5795,0,0,,1021.5,,1117090,996.5,919.16,0,999,,1117090,,,,1565740800,,,990.25,INR,32.802032,1115900,,,,361638068224,,,1035617,990.25,0.0,0,1115900,1051.9,,,515.1,0,False,,0,1021.5,994,,https://logo.clearbit.com/oberoirealty.com
201301,Basic Materials,423,"Oriental Carbon & Chemicals Limited engages in the manufacture and sale of insoluble sulphur worldwide. It operates through two segments, Chemicals and General Engineering Products. The company offers insoluble sulphur under the Diamond Sulf brand. It also provides commercial and battery grade sulfuric acid, and oleum for use in the fertilizer, detergent, and battery industries. In addition, the company offers off-highway tire accessories, pneumatics, hydraulics, and valve automation systems. The company was incorporated in 1978 and is based in Noida, India.",Noida,91 12 0244 6850,India,[],https://www.occlindia.com,1,Tower-B,Chemicals,"14th Floor World Trade Tower Plot no. C-1, Sector-16",0.22993,0.15247,0.64734,,-0.063,0.17913,983488512,,none,2706018000,,,888.1,-0.61,,,,,36.699,,,1701075968,2078648064,4277273088,170.24,INR,428.2,,,NSI,ORIENTAL CARB & CH,Oriental Carbon & Chemicals Limited,Asia/Kolkata,IST,False,19800000,EQUITY,OCCL.NS,finmb_12400298,in_market,,2.207,,9.6,0.03473115,,,,9990090,,,,550.536,,,,1617148800,0.14378999,652139008,65.286,7,0.05508423,1.6131551,0.52873003,1680220800,,1640908800,,,4709036,1.122947,9441321984,2,,,,,1636329600,,-0.61,2.0856662,,,,,,,,0,,,886.15,883,985.0045,0.01918411,0.2604,,907.45,,7998,886.15,840.864,17,883,,7998,,,14,1636329600,,,883.0,INR,13.603222,2715,,,,8920964096,,,8770,883.0,0.0,0,2715,1323.9,,1.18,766.0,0,False,0.015700001,0,907.45,888.1,,https://logo.clearbit.com/occlindia.com
400063,Technology,7977,"Oracle Financial Services Software Limited provides information technology (IT) solutions and business processing services to the financial services industry worldwide. It operates through three segments: Product Licenses and Related Activities, IT Solutions and Consulting Services, and Business Process Outsourcing Services. The company offers Oracle FLEXCUBE, a banking solution for retail, corporate and investment banking, consumer lending, asset management, and investor servicing with payments; Oracle Banking Digital Experience, a digital transformation providing digital account and loan origination, digital wallet, and mobile payments; Oracle Banking APIs that enables banks to build partnerships with third-party technology organizations; and Oracle Banking Platform, a suite of business applications for banks. It also provides Oracle Banking Enterprise Product Manufacturing, a suite of Product master data management capability for the banking domain; Oracle Banking Enterprise Collections platform; Oracle Banking Enterprise Originations platform; Oracle Banking Corporate Lending, an end-to-end digitally enabled lending solution; and Oracle Oracle Banking Enterprise Product Manufacturing Infrastructure, Oracle Banking Liquidity Management, and Oracle Banking Virtual Account Management solutions. In addition, the company offers Oracle Banking Corporate Lending Process Management, Oracle Banking Credit Facilities Process Management, Oracle Banking Enterprise Limits and Collateral Management, Oracle Banking Trade Finance Process Management, Oracle Banking Supply Chain Finance and Payment, Oracle Financial Services Lending and Leasing, and Oracle FLEXCUBE Investor Servicing solutions. Further, it provides consulting partnership, and business and technology solutions; and business process outsourcing service. The company was incorporated in 1989 and is based in Mumbai, India. Oracle Financial Services Software Limited is a subsidiary of Oracle Global (Mauritius) Limited.",Mumbai,91 22 6718 3000,India,[],https://www.oracle.com/industries/financial-services/index.html,1,Oracle Park,Software—Infrastructure,Off Western Express Highway Goregaon (East),0.48971,0.35762,0.55298,17448290304,0.035,0.47983003,25571119104,3320,buy,28112090000,12431723520,3950,3569.55,0.01,6.218,0.19405001,4,3810,0.93,0.28785,4020,45865181184,611950016,52217061376,531.886,INR,606.286,5.777,2.5,NSI,ORACLE FIN SERVICE,Oracle Financial Services Software Limited,Asia/Kolkata,IST,False,19800000,EQUITY,OFSS.NS,finmb_678571,in_market,,5.026,,10.263,0.05527544,,183.65,,86246496,,,,763.185,,,,1617148800,0.11887,18673960960,215.626,200,0.05508423,4.6771755,0.74851996,1680220800,,1640908800,,,20785190,0.478916,262432948224,2,,1062720000,2:1,,1621209600,,0.013,5.9004183,,-3.45,,19.4367,,,,0,,,3603.5,3625,4134.667,0.055501595,0.9275,,3632.2,,74685,3603.5,3554.297,200,3625,,74685,,,200,1621209600,,,3559.0,INR,16.554358,38516,,,,308102496256,,,108896,3559.0,0.0,0,38516,5145.0,,,3210.0,0,False,0.0561,0,3632.2,3569.55,,https://logo.clearbit.com/oracle.com
201301,Energy,6074,"Oil India Limited explores for, develops, and produces crude oil and natural gas in India and internationally. The company operates through Crude Oil, Natural Gas, Liquefied Petroleum Gas (LPG), Pipeline Transportation, and Renewal Energy segments. It is also involved in the transportation of crude oil and natural gas; and production of LPG, as well as in the provision of exploration and production related services. The company owns and operates 1,157 kilometers of cross-country crude oil pipelines; and 13 drilling rigs and 14 work-over rigs, as well as owns 10 crude oil pumping stations and 17 repeater stations in Assam, West Bengal, and Bihar states. It also generates energy through wind and solar power projects. In addition, the company has participating interests in NELP exploration blocks in Mahanadi Offshore, Mumbai Deepwater, Krishna Godavari Deepwater, etc., as well as in various projects in Libya, Gabon, the United States, Nigeria, Sudan, Yemen, Venezuela, Mozambique, Myanmar, Bangladesh, and Russia. Oil India Limited was founded in 1889 and is based in Noida, India.",Noida,91 12 0241 9000,India,[],https://www.oil-india.com,1,Plot No. 19,Oil & Gas E&P,Near Film City Sector 16A,0.32386002,0.16106,0.79800004,,2.596,0.23506,89569378304,135,buy,188434900000,,307.5,233.05,0.46,,,18,285.39,56.461,,390,22231099392,170489495552,276565884928,20.505,INR,255.007,,1.9,NSI,OIL INDIA LTD,Oil India Limited,Asia/Kolkata,IST,False,19800000,EQUITY,OIL.NS,finmb_13531063,in_market,,1.524,,4.706,0.99443495,,53.56,,1084409984,,,,259.367,,,,1617148800,0.2526,44544200704,41.069,5.75,0.05508423,0.89853376,0.66543,1680220800,,1640908800,,,362730679,0.74079,421524111360,2,,1522108800,3:2,,1645488000,,0.459,0.913785,,0.16,,4.351195,,,,0,,,230.35,234.9,208.71075,0.046668112,0.207,,239.35,,1451486,230.35,232.004,10.75,234.9,,1451486,,,14.25,1645488000,,,231.5,INR,5.6745963,1603753,,,,252721758208,,,1947376,231.5,0.0,0,1603753,267.8,,6.14,114.55,0,False,0.0612,0,239.35,233.05,,https://logo.clearbit.com/oil-india.com
500001,Energy,,"Oil Country Tubular Limited manufactures and sells casing, tubing, and drill pipes used in the oil drilling and exploration industry in India and internationally. The company offers heavy weight drill pipes and drill collars, as well as tubing, casing, and high collapse casing products. It also provides accessories, such as rotary subs, lift plugs and subs, lifting bails, pup joints, sleeve stabilizers, tool joints, welded blade stabilizers, and couplings, as well as drill rods. In addition, the company offers services comprising tool joint hardfacing, tool joints make and break, internal plastic coating of drill pipe and tubing, drill pipe reconditioning, drill pipe re-threading, tubing and casing, and field inspection. Oil Country Tubular Limited was incorporated in 1985 and is headquartered in Hyderabad, India. Oil Country Tubular Limited is in Corporate Insolvency Resolution Process under the Insolvency and Bankruptcy Code 2016.",Hyderabad,91 40 2478 5555,India,[],https://www.octlindia.com,1,"9, Kanchanjunga",Oil & Gas Equipment & Services,King Koti Road,0,0,-1.8047099,,,-20.37775,-106891000,58,none,-22469000,,58,9.25,,,,1,58,,,58,6363000,2178403072,15039000,0.144,INR,0.34,,,NSI,OIL COUNTRY TUBULR,Oil Country Tubular Limited,Asia/Kolkata,IST,False,19800000,EQUITY,OILCOUNTUB.NS,finmb_20357533,in_market,,171.981,,-24.197,0.70000005,,,,44289500,,,,-22.498,,,,1617148800,0,-536956992,-12.127,2,0.05508423,,0.643,1680220800,,1640908800,,,14089991,0.996893,2586425344,2,,,,,1401321600,,,27.299341,,,,,,,,0,,,9.3,9.7,8.80775,0,0,,9.7,,42325,9.3,9.563,0,9.7,,42325,,,,1401321600,,,9.05,INR,,19710,,,,410554784,,,67007,9.05,0.0,0,19710,12.9,,,5.0,0,False,,0,9.7,9.25,,https://logo.clearbit.com/octlindia.com
500037,Consumer Cyclical,350,"Olectra Greentech Limited manufactures and supplies composite polymer insulators in India. The company operates through Composite Polymer Insulators and Electric Buses segments. It manufactures 1200kV, 330-420kV, 220-245kV, 110-132kV, 52-77kV, 33-36kV, 22-28kV, and 10-15kV insulators for transmission and distribution; and tonne, bracket tube, and stay arm insulators for railways. The also manufactures and sells electrical buses. In addition, it provides distribution transformers, as well as data analysis and IT consulting services. The company was formerly known as Goldstone Infratech Limited and changed its name to Olectra Greentech Limited in July 2018. Olectra Greentech Limited was founded in 1992 and is headquartered in Hyderabad, India.",Hyderabad,91 40 4698 9999,India,[],https://www.olectra.com,1,"S-22, Technocrat Industrial Estate",Auto Parts,2 & 3rd Floor Balanagar,0.11332,0.057979997,0.33401,,2.408,0.09335,532441248,,none,1005395000,,,704.95,3.278,,,,,1.949,,,1008857984,145327008,4698357248,12.271,INR,57.926,,,NSI,OLECTRA GREENTECH,Olectra Greentech Limited,Asia/Kolkata,IST,False,19800000,EQUITY,OLECTRA.NS,finmb_20343670,in_market,,12.159,,107.296,2.8230352,,,,82080704,,,,91.131,,,,1617148800,0.08906,272388000,3.354,0.2,0.05508423,7.735568,0.57212,1680220800,,1640908800,,,31537001,1.58766,57128599552,2,,,,,1348099200,,3.236,12.321658,,,,,,,,0,,,715.55,720.05,593.219,0,0,,735.0,,221206,715.55,689.297,0,720.05,,221206,,,,1348099200,,,700.0,INR,210.18187,153483,,,,57891553280,,,217442,700.0,0.0,0,153483,941.2,,,166.1,0,False,,0,735.0,704.95,,https://logo.clearbit.com/olectra.com
122001,Consumer Cyclical,229,"Omax Autos Limited engages in the manufacture and sale of auto and non-auto components in India. The company provides various products for commercial vehicle comprising chassis assemblies, cross members, bumpers, cross car beam sub-assemblies, fender support brackets, holding brackets for number plates and rear tail lights, rear cross members, frames and side rails, and sub structures; and passenger car products, including steering and axle shafts, trunk and hood hinges, piston rods, air cleaner mounting brackets, and oil pans. It also offers products for railways and heavy fabrication, such as roofs, side walls, underframes, bogie frames, vertical and horizontal dampers, stainless steel benches, Indian and western bio-toilets, electric loco shells, and diesel locomotives. The company exports its products. Omax Autos Limited was incorporated in 1983 and is headquartered in Gurugram, India.",Gurugram,91 12 4434 3000,India,[],https://www.omaxauto.com,1,"Plot No. B-26, Institutional Area",Auto Parts,Sector-32,-0.04319,0.00543,0.25334,,0.907,-0.11525,-85549000,,none,429575000,,,47.5,,,,,,77.133,,,187696992,2139159040,1980833024,8.779,INR,92.658,,,NSI,OMAX AUTOS LTD,Omax Autos Limited,Asia/Kolkata,IST,False,19800000,EQUITY,OMAXAUTO.NS,finmb_9966366,in_market,,1.502,,-34.77,0.2113924,,,,21388200,,,,129.653,,,,1617148800,0,10753000,0.503,1,0.05508423,0.3663625,0.63434,1680220800,,1640908800,,,6968293,1.841988,2974513152,2,,1029196800,6:1,,1472774400,,,0.5150288,,,,,,,,0,,,48.75,48.9,50.33875,0,0,,50.0,,33545,48.75,48.47,0,48.9,,33545,,,,1472774400,,,47.1,INR,94.433395,16510,,,,1020185984,,,36307,47.1,0.0,0,16510,73.75,,,36.95,0,False,,0,50.0,47.5,,https://logo.clearbit.com/omaxauto.com
110019,Real Estate,751,"Omaxe Limited engages in the real estate development activities in India. It develops and sells integrated and hi-tech townships, group housing projects, shopping malls, office spaces, SCOs, and hotels. The company was formerly known as Omaxe Construction Limited and changed its name to Omaxe Limited in June 2006. Omaxe Limited was founded in 1987 and is based in New Delhi, India. Omaxe Limited is a subsidiary of Guild Builders Private Limited.",New Delhi,91 11 4189 6680,India,[],https://www.omaxe.com,1,Omaxe House,Real Estate—Development,"7, Local Shopping Centre Kalkaji",-0.20735,-0.19451,0.04483,,0.753,-0.22253,-1279425024,173,none,22900000,,173,94.2,,,,1,173,99.146,,173,2362299904,13224999936,6170500096,12.888,INR,33.721,,,NSI,OMAXE LTD,Omaxe Limited,Asia/Kolkata,IST,False,19800000,EQUITY,OMAXE.NS,finmb_23689071,in_market,,4.587,,-22.124,0.4288956,,7,,182900992,,,,72.045,,,,1617148800,0.05975,-1200199936,-6.561,0.7,0.05508423,1.3075161,0.75623,1680220800,,1640908800,,,47317312,-0.242343,28306176000,2,,1384128000,49:39,,1568851200,,,2.8114057,,,,13.457143,,,,0,,,94.4,95.45,82.8735,0,0,,99.9,,436151,94.4,92.044,0,95.45,,436151,,,,1568851200,,,94.0,INR,,189227,,,,17347778560,,,725705,94.0,0.0,0,189227,109.15,,,60.0,0,False,,0,99.9,94.2,,https://logo.clearbit.com/omaxe.com
302001,Industrials,259,"Om Infra Limited engages in the design, engineering, manufacture, supply, installation, testing, and commissioning of hydro mechanical equipment for hydroelectric power and irrigation projects in India and internationally. The company operates through Engineering, Real Estate, and Other segments. It offers radial gates, vertical gates, stop log gates, draft tube gates, steel liners, penstocks and pressure shaft liners, trash racks, trash rack cleaning machines, various cranes, gantry cranes, mechanical and hydraulic hoists, lifting arrangements, steel bridges and walkways, electrical control and automation systems, and SCADA systems. The company also provides engineering services, including transport and logistics for equipment; installation, testing, and commissioning; long term and short term operation and maintenance contracts; manpower training; on site mechanical maintenance contracts for various components; repair and refurbishment works for power plants; and redesign/overhaul and replacements works for equipment. In addition, it builds residential and commercial units; and undertakes infrastructure projects, such as special economic zones and sea ports. Further, the company provides steel fabrication services; and undertakes canal and dams projects. Additionally, it constructs and operates food grain silos; constructs smart cities; and manufactures plastic closures for bottles used in the water, food, and beverages industries, as well as engages in the hostel and other related activities. The company was formerly known as Om Metals Infraprojects Limited and changed its name to Om Infra Limited in January 2021. Om Infra Limited was incorporated in 1971 and is based in Jaipur, India.",Jaipur,91 14 1404 6666,India,[],https://www.ommetals.com,1,Om Tower,Engineering & Construction,"2nd Floor, A-Block Church Road M.I. Road",0.16290002,0.076519996,0.75803,,0.421,0.139,495435008,,none,1865484000,,,43.9,-0.039,,,,,22.96,,,485580000,1469785984,3041340928,5.408,INR,35.942,,,NSI,OM INFRA LIMITED,Om Infra Limited,Asia/Kolkata,IST,False,19800000,EQUITY,OMINFRAL.NS,finmb_20701029,in_market,,1.616,,9.922,1.1313868,,,,96303800,,,,63.238,,,,1617148800,0,121622000,2.75,0.4,0.05508423,0.6942029,0.75593,1680220800,,1640908800,,,24743061,0.538837,4915702784,2,,,,,1632182400,,-0.251,1.3900899,,,,,,,,0,,,43.75,43.75,36.6005,0,0.33240002,,45.4,,306807,43.75,44.105,0,43.75,,306807,,,0.4,1632182400,,,43.05,INR,15.963637,208801,,,,4227737088,,,407527,43.05,0.0,,208801,56.45,,,18.95,0,False,0.0091,,45.4,43.9,,https://logo.clearbit.com/ommetals.com
421503,Basic Materials,59,"Omkar Speciality Chemicals Limited manufactures and sells specialty chemicals and intermediates for chemical and allied industries in India and internationally. It provides a range of organic, inorganic, and organo inorganic intermediates. The company offers selenium derivatives, iodine derivatives, resolving agents, and advance intermediates. Its products have applications in the pharmaceuticals, neutraceuticals, fragrances and flavours, foods, poultry and veterinary, glass and ceramics, and electro plating segments. Omkar Speciality Chemicals Limited also exports its products to Europe, Canada, Asia, South America, and Australia. The company was incorporated in 1983 and is based in Thane, India.",Thane,91 25 1269 0651,India,[],https://www.omkarchemicals.com,1,"B-34, M.I.D.C.",Specialty Chemicals,Unit-III Badlapur (East),-0.07875,-0.17632,0.26599002,,-0.478,-0.12462,-22761750,248,buy,174497000,,248,34.3,,,,1,248,,,248,3187000,2196921088,289032000,0.154,INR,13.936,,2,NSI,OMKAR SPECIALITY C,Omkar Speciality Chemicals Limited,Asia/Kolkata,IST,False,19800000,EQUITY,OMKARCHEM.NS,finmb_112656950,in_market,,10.049,,-127.606,1.8312757,,,,20578000,,,,-79.791,,,,1617148800,0,-50963000,-2.457,1.5,0.05508423,,0.17624001,1680220800,,1640908800,,,17623612,0.550377,2904538368,2,,,,,1473897600,,,2.4526768,,,,,,,,0,,,36.1,35.8,26.85575,0,0,,36.8,,111773,36.1,33.33,0,35.8,,111773,,,,1473897600,,,34.3,INR,,93597,,,,708902080,,,106715,34.3,0.0,0,93597,47.0,,,7.65,0,False,,0,36.8,34.3,,https://logo.clearbit.com/omkarchemicals.com
400604,Financial Services,30,"Onelife Capital Advisors Limited provides strategic advisory services to corporates, high net worth individuals, family offices, etc. in India. The company operates through Advisory Services, Broking Services, and NBFC Business segments. It offers advisory for fund raising through Indian and international markets that ensure capital structures and transaction processing for private placements. The company also advises companies on fund raising during the seed, growth, and expansion phases, as well as acquisition financing and structuring the deal to maximize value for its stakeholders. Its research coverage sectors include castor oil and derivatives, food processing, glass, infrastructure, metals, oil and gas, oral care, packaging, payment gateway, pharma, power, and recycle. In addition, the company engages in commodity broking and other related ancillary services. Further, it provides financing services. The company was incorporated in 2007 and is based in Thane, India.",Thane,91 22 2583 3206,India,[],https://www.onelifecapital.in,1,"Plot No. A 356, Wagle Industrial Estate",Capital Markets,Road No. 26 MIDC Thane (West),0.07542,-0.04282,0.99351,,-0.009,-0.01418,3766250,,none,54104000,,,13.25,,,,,,2.333,,,11016000,19759000,49935000,0.819,INR,3.719,,,NSI,ONELIFE CAPITAL AD,Onelife Capital Advisors Limited,Asia/Kolkata,IST,False,19800000,EQUITY,ONELIFECAP.NS,finmb_113816099,in_market,,3.746,,49.663,1.1721311,,,,13360000,,,,66.669,,,,1617148800,0,-2138000,-0.159,,0.05508423,0.19874305,0.52096003,1680220800,,1640908800,,,6284866,0.379937,187044528,2,,,,,,,,3.5717552,,,,,,,,0,,,13.2,13.7,15.25225,0,0,,13.7,,24023,13.2,13.168,0,13.7,,24023,,,,,,,12.9,INR,,16672,,,,178355600,,,30984,12.9,0.0,0,16672,27.2,,,5.6,0,False,,0,13.7,13.25,,https://logo.clearbit.com/onelifecapital.in
